captured_at,info,metrics,mining
1647617654,"{'version': '5.1.0-rc2 Tritium++ CLI [LLD][x64]', 'protocolversion': 3010000, 'walletversion': 10001, 'timestamp': 1647617657, 'hostname': 'api', 'directory': '/home/arun/.Nexus/', 'address': '45.32.123.165', 'private': False, 'hybrid': False, 'multiuser': True, 'sessions': 0, 'litemode': False, 'blocks': 4342339, 'synchronizing': False, 'synccomplete': 100, 'syncprogress': 100, 'txtotal': 0, 'connections': 42}","{'registers': {'total': 179753, 'account': 89093, 'append': 0, 'crypto': 29878, 'name': 59519, 'name_global': 29, 'name_namespaced': 29, 'namespace': 14, 'object': 117, 'object_tokenized': 50, 'raw': 0, 'readonly': 512, 'token': 129}, 'sig_chains': 29878, 'trust': {'total': 491, 'stake': 26481624.0, 'trust': 7368384169}, 'supply': {'total': 72969280.804933, 'target': 70473960.560784, 'inflationrate': 3.540769135568567, 'minute': 3.937674, 'hour': 236.257976, 'day': 5668.786434, 'week': 39620.099834, 'month': 157629.932762}, 'reserves': {'ambassador': 338.838229, 'developer': 57.395633, 'fee': 89345.148, 'hash': 102.67263, 'prime': 14.91745}}","{'stake': {'height': 1397033, 'weight': '0000000000000000000135ecde027169', 'timespan': 162, 'fees': 13704.688, 'difficulty': 629.870685}, 'prime': {'height': 1519181, 'weight': '0000000000000000000a280b8175dd05', 'timespan': 149, 'fees': 31976.54, 'difficulty': 8.0020074, 'reserve': 258.637457, 'reward': 2.074102, 'primes': 5039419553}, 'hash': {'height': 1426128, 'weight': '00000000000000000145ec52be605084', 'timespan': 161, 'fees': 43663.92, 'difficulty': 1768.744907, 'reserve': 255.186485, 'reward': 2.074102, 'hashes': 3040464254550}, 'height': 4342339, 'timestamp': 1647617630, 'checkpoint': '22b9778de00350f6d010ff2b8ea198d740d1467ca955eff49d425529f638f0083d832418d22da583a10a2248e0afaac4ec0c4ac3f512c83398f666cbeb24ec122ee201b27f36e7fc8c89f1d05a07888112fd0402cf6f9c33d8e5714c71868fc902bf7f7f82103b28031deabec55739f446bdb90212018ce341ef2a9e9a1a5914'}"
1647617852,"{'version': '5.1.0-rc2 Tritium++ CLI [LLD][x64]', 'protocolversion': 3010000, 'walletversion': 10001, 'timestamp': 1647617855, 'hostname': 'api', 'directory': '/home/arun/.Nexus/', 'address': '45.32.123.165', 'private': False, 'hybrid': False, 'multiuser': True, 'sessions': 0, 'litemode': False, 'blocks': 4342346, 'synchronizing': False, 'synccomplete': 100, 'syncprogress': 100, 'txtotal': 0, 'connections': 41}","{'registers': {'total': 179753, 'account': 89093, 'append': 0, 'crypto': 29878, 'name': 59519, 'name_global': 29, 'name_namespaced': 29, 'namespace': 14, 'object': 117, 'object_tokenized': 50, 'raw': 0, 'readonly': 512, 'token': 129}, 'sig_chains': 29878, 'trust': {'total': 491, 'stake': 26481624.0, 'trust': 7368572213}, 'supply': {'total': 72969292.276024, 'target': 70473976.31147, 'inflationrate': 3.5407622716300153, 'minute': 3.93767, 'hour': 236.257636, 'day': 5668.778288, 'week': 39620.043032, 'month': 157629.708398}, 'reserves': {'ambassador': 346.357234, 'developer': 57.850997, 'fee': 89345.148, 'hash': 98.939248, 'prime': 16.161911}}","{'stake': {'height': 1397036, 'weight': '0000000000000000000135ece3cb17b2', 'timespan': 162, 'fees': 13704.688, 'difficulty': 660.234055}, 'prime': {'height': 1519182, 'weight': '0000000000000000000a280bfa6545d0', 'timespan': 149, 'fees': 31976.54, 'difficulty': 8.0018805, 'reserve': 264.4387, 'reward': 2.074099, 'primes': 5036918426}, 'hash': {'height': 1426131, 'weight': '00000000000000000145ec580f8de212', 'timespan': 161, 'fees': 43663.92, 'difficulty': 1810.55693, 'reserve': 254.87069, 'reward': 2.0741, 'hashes': 3112338927285}, 'height': 4342346, 'timestamp': 1647617848, 'checkpoint': '5b885fb3a7cf6042430b174e9c7e7880535ca647d6a4a3931dd7e05b39e53b74c69d58ccba8194bd8f917da3c07616e0a1c4d260a5c98c6f7386288eb9a831acde229dcc48e891e16aa05bc3d2f7218ed3c76f093c6c03338a0247219307d7d89706e5e68b179b343c6fa9e764230b38aae1af71c5078b7557a9adc711ae5c1e'}"
